object,member,kind,signature,interface_gaps,status,evidence,note
AutoFilter,Creator,"property, read-only",As XlCreator,,MISSING,,
AutoFilter,FilterMode,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
AutoFilter,Filters,"property, read-only",As Filters,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
AutoFilter,Parent,"property, read-only",As Object,,MISSING,,
AutoFilter,Range,"property, read-only",As Range,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py; tests/fixtures/autofilter_edits.json,"The filter's range run on down to the foot of the data around it, as Excel reads it; row and column edits move and stretch it."
AutoFilter,ShowAllData,method,ShowAllData(),,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
AutoFilter,Sort,"property, read-only",As Sort,,MISSING,,
Border,Application,"property, read-only",As Application,,UNASSESSED,,
Border,Color,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Border,ColorIndex,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,ColorIndex 0 is unmeasured and raises 9.
Border,Creator,"property, read-only",As XlCreator,,MISSING,,
Border,LineStyle,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Border,Parent,"property, read-only",As Object,,UNASSESSED,,
Border,ThemeColor,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Border,TintAndShade,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,A tint on an RGB border colour is unmeasured.
Border,Weight,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,Weights other than 1 to 4 and xlMedium are unmeasured and raise 1004.
Borders,_Default,"property, read-only",As Border,,MISSING,,
Borders,_NewEnum,"property, read-only",As IUnknown,,MISSING,,
Borders,Application,"property, read-only",As Application,,UNASSESSED,,
Borders,Color,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Borders,ColorIndex,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,Reads over edges of different colours are unmeasured.
Borders,Count,"property, read-only",As Long,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Borders,Creator,"property, read-only",As XlCreator,,MISSING,,
Borders,Item,"property, read-only",As Border,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Borders,LineStyle,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Borders,Parent,"property, read-only",As Object,,UNASSESSED,,
Borders,ThemeColor,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,Reads over edges of different colours are unmeasured.
Borders,TintAndShade,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,Reads over edges of different colours are unmeasured.
Borders,Value,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Borders,Weight,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/fixtures/format/border_storage.json; tests/test_live_excel_model_gate.py,
Characters,Application,"property, read-only",As Application,,MISSING,,
Characters,Caption,property,As String,,MISSING,,
Characters,Count,"property, read-only",As Long,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Characters,Creator,"property, read-only",As XlCreator,,MISSING,,
Characters,Delete,method,Delete() As Variant,,MISSING,,
Characters,Font,"property, read-only",As Font,,MISSING,,
Characters,Insert,method,Insert(String As String) As Variant,,MISSING,,
Characters,Parent,"property, read-only",As Object,,MISSING,,
Characters,PhoneticCharacters,property,As String,,MISSING,,
Characters,Text,property,As String,,PARTIAL,tests/fixtures/excel_model/probes.txt,
ControlFormat,_Default,property,As Long,,MISSING,,
ControlFormat,AddItem,method,"AddItem(Text As String, [Index As Variant])",,PARTIAL,tests/fixtures/shapes/inline_controls.json; tests/fixtures/shapes/list_arrays.json,
ControlFormat,Application,"property, read-only",As Application,,MISSING,,
ControlFormat,Creator,"property, read-only",As XlCreator,,MISSING,,
ControlFormat,DropDownLines,property,As Long,,MISSING,,
ControlFormat,Enabled,property,As Boolean,,MISSING,,
ControlFormat,LargeChange,property,As Long,,PARTIAL,tests/fixtures/shapes/numeric_controls.json,
ControlFormat,LinkedCell,property,As String,,PARTIAL,tests/fixtures/shapes/checkbox_links.json; tests/fixtures/shapes/list_controls.json; tests/fixtures/shapes/numeric_controls.json; tests/fixtures/shapes/radio_controls.json,
ControlFormat,List,method,List([Index As Variant]) As Variant,,PARTIAL,tests/fixtures/shapes/inline_controls.json; tests/fixtures/shapes/list_arrays.json,
ControlFormat,ListCount,property,As Long,no setter,PARTIAL,tests/fixtures/shapes/list_controls.json; tests/fixtures/shapes/list_rebinding.json,
ControlFormat,ListFillRange,property,As String,,PARTIAL,tests/fixtures/shapes/list_controls.json; tests/fixtures/shapes/list_rebinding.json,
ControlFormat,ListIndex,property,As Long,,MISSING,,
ControlFormat,LockedText,property,As Boolean,,MISSING,,
ControlFormat,Max,property,As Long,,PARTIAL,tests/fixtures/shapes/numeric_controls.json,
ControlFormat,Min,property,As Long,,PARTIAL,tests/fixtures/shapes/numeric_controls.json,
ControlFormat,MultiSelect,property,As Long,,PARTIAL,tests/fixtures/shapes/inline_controls.json; tests/fixtures/shapes/list_arrays.json,
ControlFormat,Parent,"property, read-only",As Object,,MISSING,,
ControlFormat,PrintObject,property,As Boolean,,MISSING,,
ControlFormat,RemoveAllItems,method,RemoveAllItems(),,PARTIAL,tests/fixtures/shapes/inline_controls.json; tests/fixtures/shapes/list_arrays.json,
ControlFormat,RemoveItem,method,"RemoveItem(Index As Long, [Count As Variant])",,PARTIAL,tests/fixtures/shapes/inline_controls.json; tests/fixtures/shapes/list_arrays.json,
ControlFormat,SmallChange,property,As Long,,PARTIAL,tests/fixtures/shapes/numeric_controls.json,
ControlFormat,Value,property,As Long,,PARTIAL,tests/fixtures/shapes/checkbox_links.json; tests/fixtures/shapes/list_controls.json; tests/fixtures/shapes/numeric_controls.json; tests/fixtures/shapes/radio_controls.json,
Filter,Application,"property, read-only",As Application,,MISSING,,
Filter,Count,"property, read-only",As Long,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filter,Creator,"property, read-only",As XlCreator,,MISSING,,
Filter,Criteria1,"property, read-only",As Variant,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filter,Criteria2,"property, read-only",As Variant,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filter,On,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filter,Operator,property,As XlAutoFilterOperator,no setter,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filter,Parent,"property, read-only",As Object,,MISSING,,
Filters,_Default,"property, read-only",As Filter,,MISSING,,
Filters,_NewEnum,"property, read-only",As IUnknown,,MISSING,,
Filters,Application,"property, read-only",As Application,,MISSING,,
Filters,Count,"property, read-only",As Long,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filters,Creator,"property, read-only",As XlCreator,,MISSING,,
Filters,Item,"property, read-only",As Filter,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Filters,Parent,"property, read-only",As Object,,MISSING,,
Font,Application,"property, read-only",As Application,,UNASSESSED,,
Font,Background,property,As Variant,,MISSING,,
Font,Bold,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Color,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,ColorIndex,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Creator,"property, read-only",As XlCreator,,MISSING,,
Font,FontStyle,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Italic,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Name,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,The family a new font is written with is Excel's for common fonts and the replaced font's otherwise.
Font,Parent,"property, read-only",As Object,,UNASSESSED,,
Font,Size,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Strikethrough,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Subscript,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Superscript,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,ThemeColor,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,ThemeFont,property,As XlThemeFont,,MISSING,,
Font,TintAndShade,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Font,Underline,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,"Values other than the five styles, True, False and 3 report unsupported."
GroupShapes,_Default,method,_Default(Index As Variant) As Shape,,MISSING,,
GroupShapes,_NewEnum,"property, read-only",As IUnknown,,MISSING,,
GroupShapes,Application,"property, read-only",As Application,,MISSING,,
GroupShapes,Count,"property, read-only",As Long,,PARTIAL,tests/fixtures/excel_model/probes.txt,
GroupShapes,Creator,"property, read-only",As XlCreator,,MISSING,,
GroupShapes,Item,method,Item(Index As Variant) As Shape,,UNASSESSED,,
GroupShapes,Parent,"property, read-only",As Object,,MISSING,,
GroupShapes,Range,"property, read-only",As ShapeRange,,MISSING,,
Interior,Application,"property, read-only",As Application,,UNASSESSED,,
Interior,Color,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,ColorIndex,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,Creator,"property, read-only",As XlCreator,,MISSING,,
Interior,Gradient,"property, read-only",As Object,,MISSING,,
Interior,InvertIfNegative,property,As Variant,,MISSING,,
Interior,Parent,"property, read-only",As Object,,UNASSESSED,,
Interior,Pattern,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,PatternColor,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,PatternColorIndex,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,PatternThemeColor,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,PatternTintAndShade,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported. A tint on an automatic pattern colour or an unfilled cell reports unsupported.
Interior,ThemeColor,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported.
Interior,TintAndShade,property,As Variant,,PARTIAL,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,A gradient fill reports unsupported. A tint on an automatic colour reports unsupported.
ListColumn,_Default,"property, read-only",As String,,PARTIAL,tests/fixtures/tables/tables.json,The column's name.
ListColumn,Application,"property, read-only",As Application,,MISSING,,
ListColumn,Creator,"property, read-only",As XlCreator,,MISSING,,
ListColumn,DataBodyRange,"property, read-only",As Range,,VERIFIED,tests/fixtures/tables/tables.json,
ListColumn,Delete,method,Delete(),,PARTIAL,tests/fixtures/tables/edits/edits.json,"The column's cells deleted, those right of them moving across, and a structured reference to it #REF!; deleting the only column reports itself."
ListColumn,Index,"property, read-only",As Long,,VERIFIED,tests/fixtures/tables/tables.json,
